,tree_id,X,Y,Z,frame_number,number_of_trees,tree_trunk_number,width_units,width_cm,width_units_mid,width_cm_mid
18,1.0,4.968061798617567,0.12551178836018395,-0.5822215778342912,07831,7,1,1.9526880564310733,1667.3887213439305,0.05346858396335924,45.656505939653705
19,4.0,3.906075572585161,0.13492869432614218,-0.5355197798960232,07831,7,2,0.05546982019077467,47.36534965554968,0.032520687860371045,27.769222006629917
20,6.0,3.0376948918843802,0.15472990146013366,1.0426967219894783,07831,7,3,1.5368454454179903,1312.303188263598,,
21,-1.0,3.531737499111517,-0.1357552753964878,1.1321391517224928,07831,7,4,0.07724942066214145,65.96282100369064,0.0850885073430816,72.65657051190779
22,3.0,4.93135750468073,0.14355246335661076,0.34999345320470354,07831,7,5,0.05843348830021534,49.896008233202785,0.06535312658844905,55.80464622562642
23,0.0,4.039541363152436,0.18609371682925768,1.0508512830437509,07831,7,6,0.07322992257245103,62.53059548352095,0.08679083880992322,74.11018122993944
24,2.0,4.695960575800867,0.1543401453977773,1.0147053976682887,07831,7,7,,,,
25,1.0,4.967355003374001,0.12194150617618438,-0.5826104357781938,07836,6,1,1.7240635143194383,1472.1675841613276,0.052772393768898695,45.062033271922346
26,4.0,3.9276897647723974,0.13812151850751264,-0.5231369601812004,07836,6,2,,,0.032907444525442864,28.099471223406496
27,7.0,4.439349276909992,0.1232393563168872,0.40545050777527436,07836,6,3,1.5141176479013858,1292.8960570961972,0.07380826110524386,63.024435318061556
28,-1.0,3.5063617174356,-0.2348135741849383,1.1387465152868104,07836,6,4,1.4555076455915932,1242.8493245997108,0.08876484166474352,75.79577053089713
29,3.0,4.884965425766987,0.1380001304558799,0.35135106386608417,07836,6,5,0.07196665449609796,61.4518983841006,0.07279238686527689,62.156986344608725
30,0.0,4.079728481200371,0.18848174143302987,1.0809467431853887,07836,6,6,1.5072475907132106,1287.0297561103205,0.0882169188796138,75.32790252244399
31,1.0,4.967284790804837,0.12194150617618438,-0.5803468932779499,07841,6,1,1.8053999715232862,1541.620301367803,0.05765448394142392,49.23082104293514
32,4.0,3.9276897647723974,0.1427752623072751,-0.5290070292167144,07841,6,2,1.965385136410256,1678.2306824454824,0.03287887869798922,28.075079033186867
33,7.0,4.465841538149356,0.1232393563168872,0.4026238264658444,07841,6,3,,,0.06786505745172888,57.94956905466425
34,-1.0,-2.7160945669302157,-0.6543100963131634,5.0641928304183,07841,6,4,,,0.088978549246582,75.97825416439385
35,-1.0,4.7824638499014345,0.14063306989052182,0.3730660530293175,07841,6,5,0.04175450619220284,35.653924578926635,0.047484429205878254,40.54667177206166
36,0.0,4.0939901056287615,0.17878621010573215,1.0417740076557993,07841,6,6,0.0681852081704521,58.22294384987086,0.0820858661694368,70.09263306645185
37,1.0,4.965626090684129,0.12150448553112803,-0.5800368464810832,07846,6,1,1.0633056168460926,907.9503441585207,0.05766957440195086,49.24370669745617
38,4.0,3.894979813265198,0.12031963192009987,-0.522905162139681,07846,6,2,1.9353906994254786,1652.6186110412632,0.030344247231397448,25.91077229395131
39,7.0,4.4588339916829,0.11124608788228174,0.41587996680536143,07846,6,3,0.04169569879142302,35.60370928905026,0.045245671985969294,38.63501029289735
40,8.0,3.5737989066942113,0.1448506632931239,1.0662330928302848,07846,6,4,0.05108239789658204,43.61895584471217,0.059053531561215955,50.4254594871974
41,-1.0,-2.6251365837437186,-0.8985134932007073,5.122826526950237,07846,6,5,,,,
42,0.0,4.081716894217944,0.15257380567158085,1.046905350283859,07846,6,6,1.5734533098217696,1343.5624260196334,0.08618222544465692,73.59048989595395
43,1.0,4.9607094130718545,0.1133225744442643,-0.5772733446846194,07851,6,1,2.800398829242244,2391.2439100372435,0.06048002237013089,51.64353150748351
44,4.0,3.8989086236580373,0.12031963192009987,-0.5246242140659536,07851,6,2,0.03564813841064292,30.439733436712125,0.031362034669660255,26.779854936053727
45,7.0,4.458572342093176,0.11124608788228174,0.4079635951288303,07851,6,3,1.5426339841517707,1317.245987071621,0.04553304458655183,38.880396047911574
46,5.0,4.669996796943609,0.14130494674705718,0.3936618911153733,07851,6,4,1.086107434774843,927.4206809157517,0.0883907281746299,75.47631724604518
47,5.0,4.669996796943609,0.14130494674705718,0.3936618911153733,07851,6,5,0.018550058018542856,15.839784249474507,0.019955377946335284,17.039778580245212
48,0.0,4.083230021614076,0.18337185089419006,1.0436909613058112,07851,6,6,0.06964820459794831,59.47218780081308,0.08743728523765393,74.66217799102031
49,1.0,4.957815047445544,0.11080918978186194,-0.5772733446846194,07856,7,1,,,0.06139389323269234,52.4238804034484
50,4.0,3.8989085167143083,0.12847790330900244,-0.5224329956581624,07856,7,2,0.036340095507954404,31.03059148795651,0.0333271875871603,28.457887328152477
51,7.0,4.418510823012835,0.13034271778212103,0.40545050777527436,07856,7,3,1.5538465857952544,1326.8203609485408,0.05254835591021623,44.87072867644899
52,7.0,4.452995361152575,0.1132623543462502,0.42089819065334133,07856,7,4,0.03684902971993933,31.465167385614578,0.04049609582759184,34.57937545068048
53,-1.0,3.536564028593899,-0.12825943308052923,1.1189949743745835,07856,7,5,2.272371892213664,1940.364847983476,0.09503106281625695,81.14645951527926
54,-1.0,4.75707762160457,0.14030419656074367,0.3236531764860704,07856,7,6,0.05116349196324267,43.68820158607497,0.0603605300888721,51.54149775897853
55,0.0,4.083230021614076,0.1713993889587777,1.0417740076557993,07856,7,7,0.06958855028150857,59.42124933469019,0.08926135780643141,76.21974271216233
56,1.0,4.954448639185666,0.11835688266782163,-0.5696896217530334,07861,7,1,,,0.05143154728210575,43.91709242908316
57,4.0,3.903676965780683,0.1117667040129412,-0.5241044500649226,07861,7,2,0.03657166068410554,31.2283236150614,0.031816363823485516,27.167803899213016
58,7.0,4.424774632051536,0.11874676720162147,0.38738177340026514,07861,7,3,0.0643126341583404,54.91617592598328,0.0711958169806779,60.793684812830385
59,7.0,4.440859601679625,0.11388270045877336,0.4026238264658444,07861,7,4,1.5690641925444062,1339.8145848727443,0.04457663551192914,38.06372402558585
60,8.0,3.5071977865461106,0.1638359524399512,1.0701975087736257,07861,7,5,1.4748965287770714,1259.4053766718523,0.09528677603010927,81.36481150820086
61,8.0,3.5071977865461106,0.1638359524399512,1.0662330928302848,07861,7,6,0.019364540167785757,16.535265714069368,0.02111835907299442,18.03284124959521
62,0.0,4.083230021614076,0.16231907165688586,1.0417740076557993,07861,7,7,0.07038943506185856,60.10512008683288,0.09045482561717333,77.2388377797868
63,4.0,3.908827991698746,0.12358529098021376,-0.5241044500649226,07866,6,1,0.036340626168479474,31.03104461582373,0.032257475834716665,27.54446682289599
64,6.0,3.0176328550932907,0.1813579958072945,1.0801474915922884,07866,6,2,0.07563604607182871,64.5851700336186,0.06899239131829482,58.91219274056758
65,7.0,4.458572342093176,0.11124608788228174,0.40766745394099235,07866,6,3,0.03869651614968939,33.042725063429955,0.04387590421099952,37.46537373404046
66,8.0,3.5654982911732755,0.15827183290458358,1.0650571522877677,07866,6,4,1.100927725686082,940.0756392082712,0.09146553300781424,78.10187481132051
67,8.0,3.5654982911732755,0.15827183290458358,1.0650571522877677,07866,6,5,0.07092639922644803,60.56363059436307,0.07754718421455808,66.2170795306948
68,0.0,4.097193103890099,0.1713993889587777,1.0332945079217994,07866,6,6,0.06914780130781487,59.044896406601936,0.0882359690650556,75.34416936252659
69,4.0,3.8989085167143083,0.1086223029040625,-0.5215413459474139,07871,5,1,0.03795602010830126,32.41041989643516,0.03449099939856265,29.451659314265722
70,6.0,3.0176328550932907,0.18638077087290822,1.141968399665259,07871,5,2,0.07442357916946916,63.54985175462421,0.07962115707783313,67.98803262748314
71,7.0,4.4588339916829,0.10834868228666694,0.4168924168796151,07871,5,3,2.574487403411611,2198.3394867156894,0.05573183925442515,47.589086176121434
72,7.0,4.504450539652702,0.11388270045877336,0.4247340478684256,07871,5,4,,,0.06933185329458103,59.20205730378883
73,0.0,4.041243278417261,0.13075721311751765,1.039757601417795,07871,5,5,0.0013251534977475714,1.1315406927986982,0.0017768827339808002,1.517269601784413
74,4.0,3.913292560977227,0.12031963192009987,-0.5241044500649226,07876,4,1,0.03681536198734354,31.436418708928326,0.03259424207769762,27.83202951547584
75,6.0,2.9925397312646993,0.1928441215302335,1.165012464569113,07876,4,2,0.07445476693597834,63.576482803014166,0.07877414020571716,67.26476995646775
76,7.0,4.458572342093176,0.10834868228666694,0.42089819065334133,07876,4,3,1.0983064436486174,937.8373420617631,0.06180686824239623,52.776517308820615
77,7.0,4.458572342093176,0.10834868228666694,0.42089819065334133,07876,4,4,1.1106011785416365,948.3357430864521,0.033459160792625564,28.570578463629882
78,4.0,3.886970211227923,0.12031963192009987,-0.522905162139681,07881,4,1,0.03710604969938731,31.68463521790873,0.03503405743117144,29.915373339465468
79,6.0,2.993032890740361,0.1813579958072945,1.1559206380822262,07881,4,2,0.07696310790765495,65.71834024495632,0.08796402523594526,75.11195814373806
80,7.0,4.453075873780869,0.10686389891674819,0.4079635951288303,07881,4,3,1.1247901599122534,960.4516299157934,0.052601812502085066,44.916374942410435
81,7.0,4.453075873780869,0.10686389891674819,0.4079635951288303,07881,4,4,0.023263283990529376,19.86437988365844,0.0261326459684027,22.314511016279507
82,4.0,3.906075572585161,0.12031963192009987,-0.5241044500649226,07886,4,1,0.03595078984294851,30.698165695291745,0.03355378854333407,28.651380537334315
83,6.0,2.9925397312646993,0.18960915441666792,1.1660862618393688,07886,4,2,0.07734936851753689,66.04816588315565,0.08643293654481976,73.80457061373706
84,7.0,4.424338373020254,0.10396571544561617,0.4044882191595578,07886,4,3,,,0.04887772297324733,41.73639703595046
85,7.0,4.453075873780869,0.10686389891674819,0.4146829794016682,07886,4,4,1.098243668327084,937.7837385879471,0.049870445216334325,42.584076656921674
86,4.0,3.9243386180187474,0.13014089603672707,-0.5175762133973745,07891,5,1,0.038210635716367014,32.62783465030163,0.036761523547753916,31.390446385468447
87,6.0,3.006230273607434,0.20152239981471487,1.0801474915922884,07891,5,2,0.11643489438302615,99.42306402998295,0.08603877940420368,73.46800217489402
88,8.0,3.556807478285314,0.1675720465333992,1.0712132321094079,07891,5,3,1.4321885462111352,1222.9372842864523,0.10446667809705401,89.20347530247895
89,8.0,3.556807478285314,0.1675720465333992,1.0712132321094079,07891,5,4,0.0750811158571956,64.11131842277638,0.09419427079669496,80.43192778506608
90,7.0,4.424338373020254,0.1149312258155365,0.4017203179346662,07891,5,5,0.0,0.0,0.0,0.0
91,4.0,3.9243386180187474,0.12466369663221888,-0.5255607442434851,07896,3,1,1.210750706281019,1033.852829366875,0.03914852296152421,33.4286909925715
92,6.0,3.004757448698191,0.18638077087290822,1.141968399665259,07896,3,2,0.1218268159985725,104.02719383890098,0.08959629607044195,76.5057445043679
93,8.0,3.5606506130719966,0.16622296434257466,1.0696593615233256,07896,3,3,0.08125591121747203,69.38393946760898,0.10582503479253136,90.36336800840378
94,4.0,3.9073211806856536,0.11928729176452724,-0.5241044500649226,07901,3,1,0.03942024026977213,33.66070878654242,0.04079714116012545,34.83643627021415
95,6.0,2.986346173901001,0.2114098484347991,1.1779936963208884,07901,3,2,0.0687488835331646,58.70426289066229,0.08229899106617511,70.27461914860596
96,8.0,3.5522355282652573,0.1739429290239286,1.0696593615233256,07901,3,3,0.07189398899430534,61.38984974416511,0.09054083815032898,77.31228337044611
97,4.0,3.9047591961202732,0.11540770209299755,-0.5355197798960232,07906,3,1,0.038384097976279896,32.775953042691555,0.04112962215829247,35.12033981772603
98,6.0,3.006230273607434,0.20162712751895007,1.0821676275535248,07906,3,2,0.11850916851623297,101.19427437937478,0.08758617863425666,74.7893171771081
99,-1.0,1.345676149721633,0.3427477210464445,3.0868507450270752,07906,3,3,0.0,0.0,0.0,0.0
100,4.0,3.905763892813652,0.11928729176452724,-0.5316470422132982,07911,2,1,0.03829881933461324,32.703134117611214,0.0414149033821235,35.36393975856678
101,6.0,2.9895556893531334,0.1928441215302335,1.1703278385243965,07911,2,2,0.11618695271662828,99.21134811522562,0.09358495359801422,79.91163545191277
102,4.0,3.901986999631448,0.11928729176452724,-0.5304853497145343,07916,3,1,0.038203528659576234,32.62176597676421,0.042391584553700346,36.197922003950424
103,9.0,3.4628182245998356,0.11181649884060418,0.4328010100349413,07916,3,2,1.7690927987193854,1510.6178223810903,0.03211870097019032,27.42596779118676
104,6.0,3.016064589780639,0.1928441215302335,1.0878149421478276,07916,3,3,0.12627414581705512,107.82474232853924,0.09729579962818513,83.08030481360264
105,4.0,3.8975686293976812,0.11630365851719782,-0.5304853497145343,07921,3,1,,,0.04454731835310022,38.03869027797204
106,9.0,3.426962391526059,0.11704448666849099,0.44784971416964137,07921,3,2,1.7406347970571534,1486.317703963652,0.031757188534202174,27.117274471530827
107,6.0,2.993032890740361,0.1928441215302335,1.165012464569113,07921,3,3,0.12378618106829946,105.70028402219896,0.09183132824446738,78.41422518900016
108,4.0,3.8985550368917927,0.11758593906571835,-0.5239613515797297,07926,4,1,0.03713492046034117,31.709287789031166,0.04536760935306289,38.73913188565899
109,9.0,3.453660299576289,0.12709720512240286,0.452982927982597,07926,4,2,1.4825395403125778,1265.931698779182,0.04168835215519007,35.597436040051626
110,9.0,3.5179547193468017,0.13985917628964128,0.4759393592638168,07926,4,3,0.04670779776596997,39.88351080311972,0.04444756245209014,37.95350930721539
111,6.0,3.008022314580527,0.18591117719345945,1.0878149421478276,07926,4,4,,,0.09980032911973291,85.2189076553246
112,4.0,3.9009065799279714,0.1222697704712703,-0.5266783997692377,07931,4,1,1.0834990048950555,925.1933581502694,0.05046144926267743,43.088731498177886
113,9.0,3.4628182245998356,0.12390145527722296,0.43855912886983717,07931,4,2,1.5611269832095898,1333.0370490137873,0.03477794753195096,29.69668261926654
114,10.0,2.4271527830730437,0.12276627628987158,1.0966705679703104,07931,4,3,0.04451558071236227,38.01158969524751,0.04996370265495598,42.66370862928257
115,6.0,2.996106171118293,0.1839009396895941,1.080357814856662,07931,4,4,0.07296225895738329,62.302039114054644,0.0951821290612418,81.27545408368148
116,9.0,3.462376493374234,0.11361612138256016,0.43483182177566615,07936,2,1,0.23088202014289316,197.14878425127043,0.03765161944061368,32.15049397616323
117,6.0,3.008918146470547,0.1704292261114579,1.0788695301484728,07936,2,2,,,0.09017079099075853,76.99630230106791
118,9.0,3.462376493374234,0.11361612138256016,0.4503021957706297,07941,2,1,1.2597705427301986,1075.7105762549638,0.08307813970751932,70.93992954088758
119,6.0,2.9949964888745244,0.15618173729900575,1.0801244788367912,07941,2,2,0.0016556897758407177,1.4137836554021657,0.001812295029891997,1.5475079507130902
120,11.0,2.887346732941999,0.10453052536573704,-0.4933838633846124,07946,4,1,0.022175898289043035,18.935867698397892,0.02287147848771659,19.529819494353582
121,9.0,3.449118910336175,0.12437459089414715,0.43483182177566615,07946,4,2,1.264588102035171,1079.8242615018528,0.03583692238264358,30.60093494795592
122,-1.0,-0.3364993628686137,2.0139145136906493,3.3226626571096816,07946,4,3,,,,
123,-1.0,3.839825384204002,0.14362555209288608,0.19129583044958753,07946,4,4,,,,
124,11.0,2.8865529099457867,0.10232762655232819,-0.49677290900689464,07951,4,1,0.020398878243403633,17.41848084700461,0.02149470749287219,18.3542029276846
125,10.0,2.3938026065225877,0.2063819115040617,1.085285198630908,07951,4,2,0.03419621116126704,29.19994139115315,0.03217731109077393,27.47601462467656
126,10.0,2.406933169683893,0.1747044379231386,1.1269823761323206,07951,4,3,0.050246295422952815,42.90501291367118,0.05883857110864543,50.241906034831764
127,9.0,3.43456009665098,0.12390145527722296,0.43958282185053,07951,4,4,2.197183749040658,1876.1621395720783,0.03784684151688056,32.317192946361104
128,11.0,2.8871347983721125,0.10232762655232819,-0.4933838633846124,07956,4,1,0.02330972245728723,19.90403341431508,0.02482025788871889,21.19387063806646
129,10.0,2.3938026065225877,0.19154090268226914,1.0951654450509034,07956,4,2,0.04183245898641596,35.72048800642348,0.029671132531955857,25.336003654217315
130,10.0,2.4049504733332254,0.18789133406532116,1.12644670684688,07956,4,3,0.05107052682689834,43.60881920889074,0.058484156969924594,49.93927390900823
131,-1.0,2.528468319594557,0.20514412857242853,1.2063033600904758,07956,4,4,0.0,0.0,0.0,0.0
132,11.0,2.888277006703438,0.11359234050869604,-0.4933838633846124,07961,3,1,0.024864145166814018,21.231345723892538,0.025329167331874958,21.62842538576884
133,10.0,2.3955472076483044,0.19682825067207543,1.0906566889438718,07961,3,2,1.690470881886572,1443.483035057675,0.03920629644993556,33.47802343082374
134,10.0,2.392100690601148,0.18575251231655499,1.1266947737377557,07961,3,3,0.05069771400929345,43.290476560560634,0.060126887050856004,51.34199135798143
135,11.0,2.8862295783942633,0.10059470870152476,-0.4933838633846124,07966,3,1,1.1092116502257494,947.1492331191955,0.02698499919157199,23.04233036573113
136,10.0,2.3938026065225877,0.1903926086132246,1.0885821765814891,07966,3,2,0.031090636497409934,26.54810965041367,0.03731337839817983,31.86167196109924
137,10.0,2.412703160376428,0.18789133406532116,1.1269823761323206,07966,3,3,0.04998781087853396,42.684294498056225,0.06217069765008021,53.08718907683168
138,11.0,2.8876617112869445,0.1138649719264806,-0.49071010772807533,07971,3,1,1.0922256756104975,932.6450103882644,0.027432348507880677,23.424319287134843
139,10.0,2.3938026065225877,0.19154090268226914,1.0906566889438718,07971,3,2,0.03680333228346435,31.426146616310564,0.0356076313147069,30.40514466833426
140,10.0,2.4100259232244126,0.18575251231655499,1.1269823761323206,07971,3,3,0.054167463014696084,46.253274606284684,0.07165528683143596,61.186023386535695
141,11.0,2.8889393532684164,0.11670821905128392,-0.48498673450133634,07976,3,1,0.02507543251330794,21.411762732818453,0.02746783624652177,23.454622056162023
142,10.0,2.3938026065225877,0.19109652849609987,1.0885821765814891,07976,3,2,0.02960698314696098,25.28122687578139,0.03909441504470634,33.38248856410864
143,10.0,2.3938026065225877,0.18789133406532116,1.0992567303699396,07976,3,3,0.04934069237892846,42.13172385879738,0.06013789289045879,51.351389178981144
144,11.0,2.8865529099457867,0.11359234050869604,-0.4923065745976065,07981,3,1,,,0.029143291851938424,24.88528363591794
145,12.0,2.4416361116181067,0.10927977000325845,0.46268015900898973,07981,3,2,0.031629672772793715,27.008389521031027,0.0275181011465353,23.497542955424972
146,10.0,2.3938026065225877,0.19682825067207543,1.085285198630908,07981,3,3,0.036104333113415855,30.829275381025894,0.04749744446177262,40.55778542168541
147,11.0,2.885555322918627,0.10949822893220051,-0.49078092569530973,07986,1,1,0.02551824880504986,21.78988093149648,0.029572971193695285,25.252184271111727
148,11.0,2.886348156637912,0.11899240429336122,-0.4914696452328058,07991,2,1,1.1739389657185861,1002.419502971146,0.030592117741695846,26.122427448938378
149,12.0,2.443764249676467,0.11823661133372482,0.4594156373211806,07991,2,2,,,0.031010262492968788,26.479478765898833
150,11.0,2.886617033650466,0.12182819186684746,-0.48461514737262323,07996,2,1,0.025016809956302847,21.361705279942296,0.03125781041634679,26.690858465832573
151,12.0,2.4421304549450435,0.0992531560133404,0.48225735474057485,07996,2,2,0.2885148657683635,246.3611284648671,0.03709980768868015,31.67930520207884
152,11.0,2.884870976976824,0.11251342259898722,-0.4909172821158285,08001,2,1,,,0.025886287367884897,22.104146872064767
153,12.0,2.4416361116181067,0.1044697736759248,0.48092047246146885,08001,2,2,0.03766295780395256,32.16017573720411,0.03619404740839327,30.905881884095344
154,13.0,1.9531293998774628,0.09739938351174193,-0.4418566953747862,08006,2,1,0.05274919586420197,45.042224719028944,0.04348395495156632,37.13069059181217
155,12.0,2.4419951998739697,0.10927977000325845,0.48225735474057485,08006,2,2,0.04357127064967148,37.20524894727367,0.036209740881192554,30.91928244721041
156,13.0,1.9365946522866895,0.09475889042976932,-0.4430702277841747,08011,4,1,0.046541008756076474,39.7410906592444,0.0428313388402114,36.573425574567494
157,15.0,1.449527945344983,0.1049742939183731,0.4761970209461548,08011,4,2,0.035853992855206324,30.61551132298182,0.03332579222254706,28.456695834605604
158,14.0,0.8730842577154367,0.12439617212336496,1.088173750220339,08011,4,3,0.07377886400292122,62.99933330717378,0.07747320088615428,66.15390560645139
159,12.0,2.441853946642488,0.10895885806474964,0.48347791949334606,08011,4,4,0.03886463241051912,33.186278538988326,0.03790211117841169,32.36438738172727
160,13.0,1.9365052767792736,0.09992512994796576,-0.44749576335802166,08016,4,1,0.0493972711578184,42.180036141692646,0.042684145838005894,36.44773834514552
161,15.0,1.40757565216086,0.09901278081398251,0.4960874116924845,08016,4,2,0.03592401024882845,30.675298759095305,0.03187613230770958,27.21883985252815
162,-1.0,2.118441669244802,0.12331230057649606,0.458043302015505,08016,4,3,0.07748802617262086,66.16656483041892,0.07499718027339086,64.03964632681897
163,12.0,2.4419951998739697,0.10901110529157887,0.48225735474057485,08016,4,4,0.03413736119222865,29.149689752493874,0.038709126905771885,33.053493313069374
164,13.0,1.9257017981990625,0.09621127480936825,-0.4418566953747862,08021,4,1,0.05218605479661211,44.561361909666,0.045276480075633896,38.66131713748716
165,15.0,1.4081011092234597,0.09819619126447013,0.5053207510076263,08021,4,2,0.03570071060325533,30.484624519406857,0.032816675434091724,28.021964035984997
166,-1.0,2.0872096771319226,0.12142168443146628,0.458043302015505,08021,4,3,0.07491317752246367,63.96791687725503,0.07870037025151322,67.20177823118493
167,12.0,2.4416361116181067,0.10901110529157887,0.48225735474057485,08021,4,4,,,0.042867907707387465,36.60465151282265
168,13.0,1.9453429720751139,0.09906142061132117,-0.44738056312343755,08026,3,1,0.05566026034829538,47.52796537376192,0.04283746452915532,36.57865626393538
169,15.0,1.3858162106477572,0.0922808341417434,0.5053207510076263,08026,3,2,0.035404260159094245,30.231487247734783,0.033543789285724435,28.64284223071375
170,-1.0,1.8962260658115917,0.12482578362820279,0.5182194782781469,08026,3,3,2.670388600875942,2280.2289490334233,0.07769110132397805,66.3399694947446
171,13.0,1.9365946522866895,0.09324812530543819,-0.44749576335802166,08031,3,1,0.04887291260484022,41.732289490968505,0.04886141166033936,41.72246890284006
172,15.0,1.4773091646469927,0.1049742939183731,0.4716679757377982,08031,3,2,0.03544261980118434,30.264242318041674,0.036030214640402014,30.7659860576035
173,-1.0,-1.7248417709825719,0.14383927243460215,2.4487918139712193,08031,3,3,2.7177974755701246,2320.7111052571704,0.07785174724767607,66.47714409384238
174,13.0,1.9453429720751139,0.09521427781857794,-0.4488649706703427,08036,3,1,0.0480755908078213,41.05146114910788,0.04948020592421504,42.25085364561582
175,15.0,1.4773091646469927,0.10378989027510596,0.4716679757377982,08036,3,2,0.03680411290967979,31.426813188394576,0.03432245276350998,29.30773834471725
176,14.0,0.8743785761660914,0.1244199586157756,1.0711181136850647,08036,3,3,2.7949521422044046,2386.593016359847,0.08180016960323422,69.8486784672295
177,13.0,1.9424826532080277,0.08351777531539495,-0.45262858327243594,08041,3,1,0.04738484011514046,40.46163323960471,0.05077151570442662,43.35349538923418
178,15.0,1.4094245099723535,0.10378989027510596,0.5053207510076263,08041,3,2,0.03409229222559978,29.111205629854776,0.0362471880940155,30.951258399591087
179,-1.0,1.5854376509981183,0.12827870704183988,0.7025349547553368,08041,3,3,0.07185617122891683,61.357557379151885,0.07357274658240676,62.82333086730304
180,13.0,1.9424826532080277,0.08351777531539495,-0.4488649706703427,08046,3,1,1.419668497537806,1212.2464891643983,0.05166196070322254,44.11384107941218
181,15.0,1.4094245099723535,0.10384040097622968,0.5182877178983785,08046,3,2,0.03724465346263686,31.802988147255025,0.04036081625895138,34.463861031346326
182,14.0,0.8349705648171666,0.06581002441515932,1.1021438947649138,08046,3,3,,,0.08496843013625255,72.55403729893615
183,13.0,1.9389505682596897,0.09535253372420122,-0.44738056312343755,08051,3,1,0.048551601305798164,41.457923683128065,0.05607787835395939,47.884566905778755
184,15.0,1.40757565216086,0.10011948215059802,0.5053207510076263,08051,3,2,0.038723392036265764,33.06567422318231,0.041207495186744714,35.18683513371392
185,14.0,0.8640239734348658,0.07269300187207539,1.0960289815133186,08051,3,3,0.07761822312127063,66.2777392307626,0.08759943887534316,74.80064001813082
186,13.0,1.9421912547396634,0.09330912960898757,-0.4482873203514015,08056,3,1,0.047260908338512944,40.35580863240016,0.056010134367424025,47.82672071845974
187,15.0,1.4090527976522598,0.09819619126447013,0.5182877178983785,08056,3,2,2.851493703529119,2434.873519397446,0.04350040635494279,37.14473834734069
188,14.0,0.8733229053483469,0.1090251148502803,1.0958322359262245,08056,3,3,3.14119887758712,2682.251045033652,0.08273478249111355,70.64673885528806
189,13.0,1.9389505682596897,0.09519735799103285,-0.44733860391674307,08061,3,1,0.8571143091338916,731.8848124489424,0.05981949573008988,51.079511736827186
190,15.0,1.4090527976522598,0.1045111821964928,0.5182877178983785,08061,3,2,0.041607360781218156,35.52827798736515,0.04347318700912417,37.12149590978347
191,14.0,0.8491634117591067,0.07954094671247311,1.1081723685282605,08061,3,3,3.197728382393215,2730.521253081687,0.08804516910594162,75.18124641187313
192,13.0,1.903871898101809,0.08237989986755523,-0.4450509559279512,08066,4,1,,,,
193,16.0,0.9139936294597947,0.08677686231542192,-0.4396955105432575,08066,4,2,0.0,0.0,0.0,0.0
194,15.0,1.4069776601321902,0.09691274037764835,0.5168344208086169,08066,4,3,0.03746285490050665,31.989309057697874,0.039177789444998945,33.45368146880166
195,14.0,0.8527543991616735,0.09307052892869169,1.1001701329196099,08066,4,4,3.2690811525769963,2791.448959301455,0.09256244479729991,79.0385212664847
