,tree_id,X,Y,Z,frame_number,number_of_trees,tree_trunk_number,width_units,width_cm,width_units_mid,width_cm_mid
196,15.0,1.4056886863381979,0.09819619126447013,0.5159510934571547,08071,2,1,,,0.04474276887581874,38.2055843172367
197,14.0,0.8491634117591067,0.10796038678927164,1.0989962527152,08071,2,2,3.354040160512421,2863.9949510391257,0.08813454421769729,75.25756328840619
198,15.0,1.4056886863381979,0.10011948215059802,0.5082998476313769,08076,2,1,,,0.04643150065002577,39.64758233858697
199,14.0,0.8432033981610629,0.10334567563479435,1.1031962896831486,08076,2,2,3.332964953965314,2845.998957474815,0.10067491770246906,85.9657136461062
200,17.0,0.8904116420600394,-0.15913232977468633,-0.43938741054787955,08081,3,1,0.03217552140240248,27.474486420417076,0.03358495567847364,28.67799396872043
201,15.0,1.4035766679745962,0.09691274037764835,0.5159510934571547,08081,3,2,1.0931946653282436,933.4724249469527,0.04742539746960772,40.49626492344358
202,14.0,0.8659518244647308,0.10483561447677434,1.0989962527152,08081,3,3,0.07704405985796203,65.7874646340098,0.09979567057190852,85.21492974903555
203,17.0,0.8658911530776037,-0.12183032605328561,-0.4245491992464836,08086,3,1,0.0,0.0,0.0,0.0
204,15.0,1.4056886863381979,0.09819619126447013,0.5183941220999986,08086,3,2,0.0385494202084909,32.91712071382477,0.0484451248288611,41.3670040525457
205,14.0,0.8491634117591067,0.11558520825151636,1.097768517800493,08086,3,3,0.0032789249335210195,2.799854505321665,0.0035572413735991404,3.0375072587261265
206,17.0,0.8626602653175219,-0.12652485959613718,-0.4245491992464836,08091,2,1,0.04510454669808323,38.51450424865611,0.03767948868562776,32.17429135877937
207,15.0,1.4045537440822153,0.09691274037764835,0.5168344208086169,08091,2,2,,,,
208,16.0,0.9192874117769122,0.09716096860069778,-0.4295192289157099,08096,1,1,1.5621891449832035,1333.9440226370104,0.03779089641479799,32.26942175632402
209,16.0,0.9164241097036117,0.09610624369426596,-0.4295192289157099,08101,1,1,0.04105554085873028,35.05708223649298,0.04140637395419727,35.356656530773755
210,16.0,0.9192874117769122,0.09482434071700063,-0.4295192289157099,08106,1,1,0.04356028931393601,37.19587204998057,0.03942650701583833,33.66605992374833
211,16.0,0.9215549919945384,0.09716096860069778,-0.43684908304727965,08111,2,1,0.042506373727864345,36.29593979727029,0.04129408384653438,35.26077267548055
212,-1.0,0.43572311713951106,0.09813089205401665,1.1047047903489347,08111,2,2,0.045739078369718744,39.056327070348516,0.05336348095704069,45.56675910746629
213,16.0,0.9131540037827495,0.09716096860069778,-0.42991668057943877,08116,1,1,1.015459724427426,867.0950210982006,0.04178176508241821,35.677200783209116
214,16.0,0.9154850505936032,0.09839034990169121,-0.42991668057943877,08121,1,1,0.04299346349793265,36.71186285585564,0.04446311986726642,37.96679369153513
215,16.0,0.906695069471727,0.09621672127464037,-0.4243759340757599,08126,1,1,0.8574791897342194,732.196381824102,0.04920429711526958,42.01525675412056
216,16.0,0.9072434697659216,0.0939908789781004,-0.4289617344522588,08131,2,1,,,0.04873933293996713,41.61822660935424
217,18.0,-0.5511828374104892,0.07677909752048631,0.544944631638534,08131,2,2,0.038579008521019274,32.942385997970355,0.037682672678414075,32.177010151288634
218,-1.0,-0.31827995354582095,0.09826730351642897,0.47751101473113655,08141,1,1,0.4013991543371395,342.75235130079926,0.04109953175221981,35.094645798888266
219,18.0,-0.5631008744216612,0.07869794715285897,0.5429841697427916,08146,1,1,0.03813038414070156,32.55930830699044,0.037848317212521354,32.31845303409478
220,19.0,0.00024211432205090144,0.10661395141959326,-0.3959371393084694,08151,2,1,0.39621403552075485,338.32480917250376,0.0020526389465623796,1.7527361921518512
221,18.0,-0.4576989130446691,0.09821422885320932,0.525924484789437,08151,2,2,1.152823700294276,984.3893033697686,0.041087309541175676,35.08420932554694
222,19.0,-0.0026337056497305333,0.09884314434755148,-0.3975960116480513,08156,2,1,1.4562863778809738,1243.5142794715262,0.02263447181196926,19.327440903096875
223,18.0,-0.542341829419442,0.09005596364384605,0.5454836734356797,08156,2,2,1.0620251278322566,906.8569422029735,0.03815386597089521,32.57935930217754
224,19.0,-0.004225054944014206,0.09884314434755148,-0.4001227984674208,08161,2,1,1.8622774230792025,1590.187619076733,0.02423703670501709,20.69586153694532
225,18.0,-0.4576989130446691,0.09005596364384605,0.525924484789437,08161,2,2,0.04081112461189885,34.848376656542435,0.04046766915368272,34.55510208284516
226,19.0,-0.0026337056497305333,0.10462912664989715,-0.4080686968176101,08166,2,1,,,0.02475818253528106,21.14086486284559
227,18.0,-0.5493121821749368,0.08819199167891645,0.5454836734356797,08166,2,2,1.2797202940198436,1092.7455502665155,0.039527854872505874,33.752600255975636
228,19.0,-0.0026337056497305333,0.09956971392102437,-0.4134516212681338,08171,2,1,,,0.028057372418500648,23.958023488226114
229,18.0,-0.549516176756845,0.07136950003752582,0.5484483729414977,08171,2,2,1.2197211853429137,1041.5126681023014,0.04024706565010672,34.36673006277767
230,19.0,-0.0026337056497305333,0.09884314434755148,-0.40217365092446977,08176,2,1,,,0.025962944758140427,22.16960416182427
231,18.0,-0.5493121821749368,0.07136950003752582,0.5650970256843862,08176,2,2,1.1818061030421683,1009.1372047563352,0.042542433595318396,36.32673110368916
232,19.0,-0.0042534408938564305,0.08340761826177287,-0.40217365092446977,08181,2,1,0.8561730544729377,731.0810806903453,0.02613869804772867,22.319678850832272
233,18.0,-0.549516176756845,0.08858945797065049,0.5546950685176781,08181,2,2,1.0632835564831418,907.9315069457605,0.04588397980518455,39.18005754455638
234,19.0,-0.0026337056497305333,0.08695849006708306,-0.4006519355602034,08186,3,1,,,0.027430445900896716,23.422694662343517
235,18.0,-0.554336024904042,0.07248397343049928,0.5481847338122039,08186,3,2,0.04296103495342605,36.684172314510946,0.04630071020895432,39.53590115859312
236,-1.0,-0.36881389887686794,0.0739989449773297,0.7470115845926522,08186,3,3,0.011889029399910928,10.151971516315577,0.015090327198678755,12.885540672816967
237,19.0,-0.008833127277053099,0.10816213373743913,-0.3963024647071114,08191,3,1,,,0.030622178899453234,26.148096492813632
238,18.0,-0.5493121821749368,0.08858945797065049,0.5449719821835005,08191,3,2,0.0419935206431121,35.85801759745654,0.04690777219143516,40.05426777604212
239,-1.0,-0.3656996247767662,0.07025493183598093,0.7473537997744057,08191,3,3,,,0.017632616835581705,15.056386678148264
240,19.0,-0.014879231827976014,0.10816213373743913,-0.39364967442848686,08196,3,1,,,0.009594260831554458,8.192482279737048
241,20.0,-1.4599299753393256,0.08128089818888173,0.5836847666579197,08196,3,2,0.04387023310557107,37.46053121083365,0.04576910358429476,39.0819654225549
242,18.0,-0.5786294055562576,0.07467461542191225,0.5546950685176781,08196,3,3,1.04177896269389,889.5688621683781,0.056783228688972676,48.48686136306492
243,18.0,-0.5835847410695485,0.07554365961344303,0.5511875380782807,08201,1,1,0.5398526632245212,460.97697934059323,0.054497750503499365,46.53530512919275
244,18.0,-0.5680017528680763,0.07554365961344303,0.5534093020993106,08206,1,1,0.04171039984721903,35.61626243318682,0.049279235046766345,42.07924580826929
245,20.0,-1.470041492751057,0.06848498305989253,0.5836847666579197,08211,2,1,0.04612738133095266,39.38789666022415,0.04187019781182544,35.75271296505795
246,18.0,-0.5786294055562576,0.0785103735930564,0.5534093020993106,08211,2,2,,,0.04989023878966736,42.600978271504665
247,21.0,-1.0630887033853234,0.08839295581363671,-0.37356526511070776,08216,3,1,0.038933379858380704,33.244981575967564,0.029267783762002175,24.991586537733323
248,-1.0,-1.4853734079708156,-0.6567346055041958,0.4344830756183542,08216,3,2,0.0,0.0,0.0,0.0
249,18.0,-0.5593247991565936,0.08953434464253406,0.5312224100092825,08216,3,3,0.03942299197829069,33.66305845408566,0.049667669294178984,42.41092750263234
250,21.0,-1.069362782221062,0.07921183802703993,-0.3761290860960069,08221,4,1,0.028875961170855953,24.657011556802143,0.027460799052977325,23.448613038435266
251,22.0,-2.0353326026699854,0.08289064832681531,-0.3637755904614559,08221,4,2,0.04282104340285226,36.56463436181982,0.03829909322560321,32.703367991499086
252,20.0,-1.4752951547844346,0.09596703960042968,0.6237072279959026,08221,4,3,0.0051061420788919105,4.360104361720179,0.0042181858408966155,3.6018838095924752
253,18.0,-0.5637590141596036,0.060288258078096985,0.544944631638534,08221,4,4,,,,
254,21.0,-1.069362782221062,0.08196797217832325,-0.3761290860960069,08226,4,1,0.02966198637697974,25.32819380686324,0.029851306227792973,25.489852901838937
255,22.0,-1.9864220379112694,0.07189414795580235,-0.37557395257292137,08226,4,2,0.0339190982008866,28.96331628190704,0.03437894527347707,29.35597696309221
256,20.0,-1.470041492751057,0.09596703960042968,0.5836847666579197,08226,4,3,0.047944350319914036,40.93939567679675,0.0484694516873867,41.3877766124012
257,-1.0,-0.9288021991911607,0.0758268042367286,0.8293445392909152,08226,4,4,,,,
258,21.0,-1.059081941839959,0.0953325627656319,-0.37653721026975107,08231,3,1,0.03023058229171649,25.813714477772187,0.030982129890909593,26.455456504267712
259,22.0,-1.972990225361552,0.07189414795580235,-0.37857523735805865,08231,3,2,0.04300547831955325,36.72212224060129,0.038446347494474675,32.82910753616286
260,20.0,-1.5108721538199608,0.06442520803920865,0.5940201130392884,08231,3,3,1.1321571599810811,966.7422674728,0.04793719850386857,40.93328878359788
261,21.0,-1.0636582709042444,0.08136439105657231,-0.37684148872714096,08236,2,1,0.028381768915820827,24.23502372853267,0.030426103815216377,25.980669144181906
262,20.0,-1.4558488123727442,0.0979352716146406,0.5836847666579197,08236,2,2,0.04271669174086678,36.475529098091165,0.04548253975258687,38.837270270474065
263,21.0,-1.0636582709042444,0.07921183802703993,-0.37684148872714096,08241,2,1,0.030332362634980067,25.900624107732423,0.033492030766311354,28.598645938726097
264,20.0,-1.4531168512579287,0.0979352716146406,0.5836847666579197,08241,2,2,0.044914000325379504,38.35179783393061,0.046315096225029384,39.54818529218508
265,21.0,-1.0636582709042444,0.07921183802703993,-0.37684148872714096,08246,2,1,0.03076949150254737,26.27388584872331,0.032919314738308,28.10960712759565
266,20.0,-1.477581737061179,0.08704513783438522,0.5819325580944257,08246,2,2,0.353504600466557,301.8554765160133,0.047669559717178345,40.70475361493552
267,21.0,-1.0632920794912066,0.0700344988782386,-0.37684148872714096,08251,3,1,1.22947832581356,1049.84423233743,0.034277330923106475,29.269209073476354
268,22.0,-1.9783132783302781,0.06622950878219497,-0.36950226204448233,08251,3,2,0.03572449538982671,30.50493420724361,0.0344120967316458,29.3842847961148
269,20.0,-1.4804937774468863,0.09139681784791276,0.5819325580944257,08251,3,3,0.7853317264569152,670.5900918967591,0.05089111019184578,43.455616410971814
270,21.0,-1.0630887033853234,0.07905385570262882,-0.37684148872714096,08256,3,1,0.028150306596237715,24.037379430039664,0.03318941319425489,28.340242593211883
271,-1.0,-2.002731482427081,-0.26241448412454466,-0.3457009025041091,08256,3,2,0.038794501842945,33.12639446431013,0.03593590959882137,30.685459543304628
272,20.0,-1.4537852553806283,0.09188754979160624,0.580749184155916,08256,3,3,0.045148931870026096,38.55240448307845,0.04743756908676933,40.50665819496943
273,21.0,-1.0636582709042444,0.07313127635667135,-0.37653721026975107,08261,3,1,0.029089345354446947,24.839219042458144,0.035510807333258454,30.32246724625906
274,22.0,-1.9760852995810816,0.071314289567814,-0.36950226204448233,08261,3,2,0.04080667586138764,34.844577894931724,0.03900526650555475,33.306365156575055
275,20.0,-1.48283387376304,0.06902325295213041,0.5921863983355851,08261,3,3,0.045830528518152634,39.134415808363634,0.050604135783856696,43.210570670245616
276,21.0,-1.0846162068843892,0.08997556028383671,-0.3719853881173629,08266,3,1,0.017624534304958837,15.049485053305474,0.01676103394496886,14.312147229999885
277,22.0,-1.9646100740787085,0.07477528654198151,-0.36950226204448233,08266,3,2,0.03938603284270286,33.63149926795411,0.03799500883831358,32.44371214117848
278,20.0,-1.4804937774468863,0.06240365422257743,0.5921863983355851,08266,3,3,0.04633368180640625,39.56405540961902,0.052820775248497265,45.10334592969116
279,22.0,-1.9569984857272593,0.08335382542971442,-0.36752939762310355,08271,2,1,0.04145042061809988,35.39426771519318,0.03754578795571223,32.06012510044518
280,20.0,-1.484917314137489,0.07632490999033131,0.5971208871325155,08271,2,2,0.04723121219367457,40.33045127088621,0.051792615045935464,44.225406045826894
281,22.0,-1.9646100740787085,0.07488909698451368,-0.37024736837401306,08276,2,1,0.043127738653158304,36.82651961254681,0.041220074406473184,35.19757645464815
282,20.0,-1.4836355149195424,0.07632490999033131,0.6019572173604433,08276,2,2,0.043470996759672254,37.11962566879898,0.05340599981958982,45.60306571139379
283,22.0,-1.9646100740787085,0.07625620542972117,-0.36950226204448233,08281,2,1,0.041488248826169465,35.42656899714968,0.04023749134852106,34.35855462357934
284,20.0,-1.4902439688797016,0.07067327822776259,0.5906264179907137,08281,2,2,,,0.05396148459777084,46.0773908607523
285,22.0,-1.9764071674654806,0.07625620542972117,-0.37024736837401306,08286,2,1,0.04370130509507411,37.31628458706083,0.04341010352573216,37.067629298388724
286,20.0,-1.51118502802876,0.09579928446311659,0.5820600762997059,08286,2,2,,,0.0008553390362147084,0.7303689174584422
287,22.0,-1.9760852995810816,0.07625620542972117,-0.37557395257292137,08291,1,1,0.042050202243304066,35.90641767885026,0.04311685682060029,36.81722768042533
288,22.0,-1.9776021253641258,0.06865374793071743,-0.3784210956016043,08296,2,1,0.04387604669952613,37.465495404146154,0.044795943779525615,38.250990051351465
289,23.0,-2.9853397349882873,0.07320009337177152,-0.36020227273332406,08296,2,2,0.04830381905028637,41.24634388837855,0.04698223889102171,40.11785444806451
290,22.0,-1.979292150929891,0.06463496270536101,-0.37557395257292137,08301,2,1,0.042590976232110146,36.36818137262704,0.04465138141479302,38.1275491076267
291,23.0,-2.9749587738193344,0.07754411497603036,-0.3526644811620345,08301,2,2,0.048152947694270545,41.11751573450822,0.047669445901310725,40.70465642824287
292,22.0,-1.9814388440079305,0.06045839722715629,-0.3755238264054639,08306,2,1,0.04476664652032946,38.22597329591576,0.04824064855304422,41.192402976374524
293,23.0,-2.9749587738193344,0.07754411497603036,-0.3526644811620345,08306,2,2,0.05016645838584416,42.83684054236893,0.04590419454611083,39.19731879164311
294,22.0,-1.9797158291345325,0.06249765813913105,-0.3755238264054639,08311,2,1,0.04267119297934061,36.43667797614468,0.04795686547028816,40.950082289290236
295,23.0,-2.975035815723115,0.07754411497603036,-0.3526644811620345,08311,2,2,0.05464076065776897,46.65742064963211,0.048385285464318584,41.315907574948085
296,22.0,-1.9808818967270072,0.06249765813913105,-0.37222932054289104,08316,1,1,,,0.05095839304895333,43.51306884261416
297,22.0,-1.9797158291345325,0.06585941071539969,-0.3755238264054639,08321,2,1,,,0.05319022648382732,45.418818142903646
298,23.0,-2.970894236137679,0.08345963354426994,-0.3363203947169122,08321,2,2,0.050616547345281426,43.221168828751125,0.04751362423873329,40.57160123703248
299,23.0,-2.9749587738193344,0.07968133274487033,-0.3363203947169122,08326,1,1,0.05142655049197365,43.912825699698644,0.048231817843028935,41.18486248559698
300,23.0,-2.975035815723115,0.08345963354426994,-0.3585591463513844,08331,1,1,0.050584797620814186,43.19405792780199,0.04965659925493143,42.40147486193768
301,23.0,-2.9749587738193344,0.07754411497603036,-0.3526644811620345,08336,1,1,0.05170793882607944,44.153101525148855,0.05066048127826672,43.258683752910514
302,23.0,-2.9665294883182978,0.08345963354426994,-0.3363203947169122,08341,1,1,0.05541435616554436,47.31798925417642,0.05372250256087363,45.87332552035457
303,23.0,-2.9665294883182978,0.08345963354426994,-0.3363203947169122,08346,1,1,0.05275780344189897,45.049574678446575,0.05469238288810563,46.701500565187736
304,23.0,-2.975035815723115,0.08345963354426994,-0.3363203947169122,08351,1,1,1.208696241196799,1032.0985338466348,0.05505781859045411,47.01354393866231
305,23.0,-2.9665294883182978,0.08345963354426994,-0.34370854082981506,08356,2,1,0.05333730801440272,45.54441018736346,0.05499527501955653,46.96013835533642
306,24.0,-3.502714921381497,0.06964983485243181,0.5956303756077008,08356,2,2,,,0.03718596752254344,31.752876571936596
307,23.0,-2.9749587738193344,0.07754411497603036,-0.34381941263003446,08361,2,1,1.2196414149013444,1041.444552596534,0.05761306881578715,49.19545691339465
308,24.0,-3.5010793576712533,0.06470276650586604,0.5956303756077008,08361,2,2,0.034731787052273325,29.657266460124877,0.03235067155857829,27.624046097390238
309,23.0,-2.975035815723115,0.07320009337177152,-0.34381941263003446,08366,2,1,0.052930122339512164,45.19671676056685,0.05676071335214811,48.46763565081923
310,24.0,-3.502714921381497,0.06470276650586604,0.600006349547328,08366,2,2,0.9571455771256907,817.3009174340375,0.036538272134719274,31.199813331257825
311,23.0,-2.970894236137679,0.08316535903346012,-0.33071762484656686,08371,2,1,1.2473570035465587,1065.1107289528852,0.05928799440751248,50.62566591761084
312,24.0,-3.480528087141696,0.07718283745443233,0.6028230444954623,08371,2,2,1.2874738030691604,1099.366225543906,0.039141836829235,33.422981743963284
313,23.0,-2.975035815723115,0.07320009337177152,-0.35024464790706533,08376,2,1,2.7104712799198296,2314.4553103505395,0.060448265584066574,51.616414576678615
314,24.0,-3.5072057606952174,0.06180508678130414,0.6041908795218269,08376,2,2,1.3054154082346185,1114.6864555197926,0.04310595119110283,36.80791542823874
315,23.0,-2.985809157941706,0.0679157175083761,-0.3475677421567074,08381,2,1,0.05257525425744429,44.89369701521829,0.060243179207945696,51.4412925394853
316,24.0,-3.4904553856402516,0.06549961202777188,0.6035445833589681,08381,2,2,,,0.04214649059656472,35.988637731200576
317,23.0,-2.985809157941706,0.06945275614570323,-0.34754407761347084,08386,2,1,0.051874788344416,44.29557333682395,0.06254168751788569,53.40397511916674
318,24.0,-3.4904553856402516,0.065849062229973,0.6030879571301275,08386,2,2,1.2367401229418975,1056.045037729054,0.04330724542945241,36.97979938153595
319,23.0,-2.9913775449697213,0.0679157175083761,-0.34754407761347084,08391,2,1,0.05280891697437118,45.0932202199203,0.06612080133567422,56.460159127939804
320,24.0,-3.5108992812944484,0.06470276650586604,0.6030879571301275,08391,2,2,0.5285658942056357,451.3392743827926,0.04192650318145752,35.80079178541353
321,23.0,-3.000255250580053,0.06335216288397116,-0.33071762484656686,08396,2,1,,,,
322,24.0,-3.4861174689326573,0.06821834100318658,0.6028230444954623,08396,2,2,0.04098134440748371,34.99372632792129,0.0407993717718933,34.838340976340234
323,25.0,-4.038986514332298,0.0667419209086475,-0.32166428975348627,08401,2,1,0.04411833761970813,37.672386180307235,0.039865413752978696,34.040839776997025
324,24.0,-3.4957893086429834,0.059843758756304544,0.6130496380539001,08401,2,2,0.04122747342690812,35.20389443420539,0.044079759713728794,37.63944473576306
325,25.0,-4.04339983163713,0.07120169431770984,-0.32090996039432085,08406,2,1,0.040775381588217106,34.81785590113689,0.03878373536599533,33.11720103365675
326,24.0,-3.4886010849791558,0.065849062229973,0.6124847796717159,08406,2,2,0.04107238805161178,35.07146795432661,0.04515810212259941,38.56023490722748
327,25.0,-4.027452339857062,0.08003286516336494,-0.3179935618789784,08411,2,1,0.05849673030700273,49.950010206782316,0.040631543635148815,34.69503352822515
328,24.0,-3.4861174689326573,0.06505648195579006,0.6197328970000955,08411,2,2,,,0.04820872919034147,41.16514722234471
329,25.0,-4.014445746117578,0.07920256582714591,-0.3300372209314135,08416,2,1,0.03949863439454533,33.727649063580515,0.04116350865351037,35.14927529451461
330,24.0,-3.4957893086429834,0.06180508678130414,0.6214876251365604,08416,2,2,,,0.047307331756596516,40.39544931308331
331,25.0,-4.014445746117578,0.07693527671106126,-0.312507003191838,08421,2,1,0.05343291359078694,45.62604722059855,0.041763446186330544,35.66155838675801
332,24.0,-3.4992969334382327,0.04130970172480275,0.6145331424856173,08421,2,2,,,,
333,-1.0,-28.435863011040606,0.9708638837186019,-10.716640834996376,08426,1,1,,,,
334,25.0,-4.039114644538423,0.056265046100212546,-0.32717349545451757,08431,1,1,0.041346835239558455,35.30581677634133,0.043167382266887766,36.860371058602475
335,25.0,-4.042351708755605,0.05370699255387468,-0.3279668569057037,08436,2,1,0.038776778172629776,33.1112603276071,0.04134218807817486,35.30184859286638
336,26.0,-4.484367079972309,0.06574817320528126,0.6488530175759664,08436,2,2,,,0.04285151936305287,36.59065760303506
337,25.0,-4.040019677955607,0.05690756031742095,-0.32090996039432085,08441,2,1,0.03998062391729222,34.13921705130251,0.04330610254542172,36.97882347965735
338,-1.0,-4.302386075071893,0.08469862410604934,0.5492322947324908,08441,2,2,0.8988456436949932,767.5189509098426,0.05075866673213003,43.3425237281859
339,25.0,-4.04418971893885,0.06089087644787494,-0.3237932541965245,08446,2,1,0.039415114937160246,33.65633229549868,0.04386982687546814,37.46018433336407
340,26.0,-4.509260732857774,0.059428458256195915,0.6530450832897694,08446,2,2,,,0.05032069504489134,42.96854230848874
341,25.0,-4.0441906343133605,0.060104850168717694,-0.32529107546754155,08451,2,1,0.03924819684443442,33.51380192856031,0.044597570421332056,38.081600220252895
342,26.0,-4.483880819358251,0.06574817320528126,0.6235400669970996,08451,2,2,,,0.049483412403171445,42.25359163893202
343,25.0,-4.0441906343133605,0.06561058982881274,-0.32166428975348627,08456,2,1,0.039449873564213055,33.68601248047568,0.04611915723915111,39.38087415713255
344,26.0,-4.481217108407138,0.06706024026214119,0.6488530175759664,08456,2,2,,,0.049766666042537544,42.49546023745353
345,-1.0,-38.391074066049086,1.8914360359357412,-27.883042723531037,08461,2,1,,,,
346,-1.0,-19.466994368163782,2.4912333180446864,12.480564719739434,08461,2,2,,,,
347,-1.0,-6.786051117647306,0.996331356954874,-7.538916016882392,08466,3,1,,,0.10756028030921094,91.84508383789593
348,-1.0,-14.224997683850813,0.7569787602974638,-4.218025434156528,08466,3,2,,,,
349,-1.0,-15.75398825304583,0.9379637623942836,10.117923540782009,08466,3,3,,,,
350,27.0,-5.062471715193244,0.07391973738300028,-0.29919535397925223,08471,2,1,0.04106866393703472,35.06828795503162,0.038295879658615084,32.70062394575474
351,26.0,-4.497243332762517,0.06706024026214119,0.6156382127978652,08471,2,2,,,0.050572792873674555,43.18380714559575
352,27.0,-5.1153831592579975,0.053753858161520895,-0.2987863460503579,08476,2,1,0.043935004352082925,37.515838993121534,0.04024077221107586,34.361356132607945
353,26.0,-4.501409197590994,0.07015267022367533,0.6288668337062431,08476,2,2,0.7204174295125869,615.1601596951102,,
354,27.0,-5.1153831592579975,0.06451465275425328,-0.29605029764633173,08481,2,1,0.04271750342207394,36.47622218784797,0.04001642590080079,34.16978815215362
355,26.0,-4.484183526410362,0.06706024026214119,0.640618446598614,08481,2,2,0.7303611347115847,623.6510304425256,0.05351531499066986,45.69640928602689
356,27.0,-5.056857324077787,0.0730248887501036,-0.30911499668701836,08486,2,1,0.039403385643196266,33.64631672112137,0.03451879980004896,29.47539791180282
357,26.0,-4.484367079972309,0.07015267022367533,0.6288668337062431,08486,2,2,,,0.05438703202432199,46.44076327811894
358,27.0,-5.1153831592579975,0.0791101280819062,-0.31142245287431614,08491,2,1,2.0197640791385063,1724.6645383217822,0.03930587987550427,33.563057125826475
359,26.0,-4.598677400854969,0.06574817320528126,0.6676597364225545,08491,2,2,,,,
360,27.0,-5.110778816580125,0.04943102887237183,-0.3035570589556844,08496,1,1,1.9033008769877298,1625.2173024572257,0.04178184036220467,35.67726506417119
361,27.0,-5.108024691239926,0.06379698516010712,-0.29605029764633173,08501,2,1,0.04169823252263883,35.605872827070705,0.040177533768642915,34.30735720260948
362,28.0,-5.426769677147946,0.06724398895648065,0.643591525573421,08501,2,2,0.030813107555914862,26.311129337367063,0.03239833441766127,27.66474512937347
363,27.0,-5.113948146442895,0.06216796592100837,-0.29635473488530373,08506,2,1,0.04143604313257386,35.38199086578632,0.04015249350378586,34.285975469329244
364,28.0,-5.43547820578387,0.045208918522584796,0.6428168053474446,08506,2,2,0.038487324016139614,32.86409714437959,0.04093286694888543,34.95233171425528
365,27.0,-5.1153831592579975,0.0545011001982757,-0.31142245287431614,08511,2,1,2.0298060999030083,1733.2393601460296,0.04418591834796198,37.73009296235036
366,28.0,-5.488511474373322,0.045208918522584796,0.690599769662402,08511,2,2,0.9592159894085227,819.0688301723557,0.03600593177655664,30.745251064543883
367,27.0,-5.1153831592579975,0.0545011001982757,-0.29635473488530373,08516,2,1,0.0657634781209546,56.15504295941732,0.043327993728086045,36.99751623037663
368,28.0,-5.4401236199224074,0.045208918522584796,0.6523015526370326,08516,2,2,,,0.035730177682237296,30.50978628294797
369,27.0,-5.1193486298352475,0.05491730341262724,-0.2961646050800475,08521,2,1,,,0.045209792450257746,38.604372970681204
370,28.0,-5.4401236199224074,0.06115076248508866,0.6523015526370326,08521,2,2,,,0.03519153060516811,30.049838746457397
371,27.0,-5.094361680171888,0.06990628745881033,-0.3002287062269984,08526,3,1,0.0451179308383178,38.52593288642469,0.04701134654555311,40.14270930120431
372,29.0,-5.972532462086281,0.0683043389443585,-0.28588782648897926,08526,3,2,0.0453606994026654,38.73323152009887,0.0405651006690787,34.63829827454597
373,28.0,-5.390578725411581,0.07552727413153759,0.6437593191631406,08526,3,3,0.033619697260745436,28.707659599260264,0.037462830282808834,31.989288036792075
374,27.0,-5.094361680171888,0.06916301801833702,-0.29635473488530373,08531,2,1,,,0.0463901666293971,39.61228746413068
375,28.0,-5.390578725411581,0.0798043992154518,0.6018957680536898,08531,2,2,0.02962390750231387,25.295678482190553,0.033759358738731926,28.8269157049316
376,-1.0,-16.787389805297614,1.1203036391098253,-10.137369893059986,08536,3,1,,,,
377,-1.0,-7.351470260295799,0.10756953176373374,-1.747992896520362,08536,3,2,,,,
378,-1.0,-35.060786540378196,3.3883847311586752,19.434496199203103,08536,3,3,,,,
379,27.0,-5.122645727938341,0.07630625680506953,-0.3079733683677697,08541,3,1,,,0.23114799540703768,197.37589894792177
380,29.0,-5.962939492376175,0.0637075441641084,-0.28588782648897926,08541,3,2,0.04819077715818072,41.149818088819536,0.04576692503289881,39.08010517047085
381,28.0,-5.400551747056116,0.07720629198283713,0.6532984944608495,08541,3,3,,,0.04095070581412685,34.96756421522089
382,27.0,-5.1520937589279505,0.05971874552465117,-0.2984994879759819,08546,3,1,,,0.021492238291434873,18.352094491258338
383,29.0,-5.9619233570291845,0.06104661989775195,-0.28588782648897926,08546,3,2,0.048094067157362454,41.06723799412676,0.043498967484478845,37.14350970440658
384,28.0,-5.400551747056116,0.07720629198283713,0.6523015526370326,08546,3,3,,,0.03942270098715417,33.662809978484326
385,29.0,-5.9748190747241425,0.05331528544956976,-0.2781248208239848,08551,2,1,0.048327466824851076,41.26653658247744,0.04537064042359901,38.74172009876803
386,28.0,-5.390578725411581,0.07720629198283713,0.6115715335219782,08551,2,2,,,0.04604337171754791,39.31616135083143
387,29.0,-5.95366596925477,0.0637075441641084,-0.2884966264908382,08556,3,1,0.04969829090443258,42.43707511356183,0.048230693127171764,41.183902097413736
388,-1.0,-5.9436834731664145,-0.006309890712861366,0.9960359600573527,08556,3,2,,,,
389,28.0,-5.390578725411581,0.07954148680090967,0.6115715335219782,08556,3,3,,,0.039595062042468876,33.809988058815264
390,29.0,-5.95366596925477,0.0668985751523199,-0.2921418707010188,08561,5,1,2.015692544984289,1721.1878795155023,0.04797762896338076,40.96781211258909
391,31.0,-6.304410159793878,0.06713168349859644,0.6293551012998524,08561,5,2,0.0391445297790723,33.425281237817956,0.03706055539041486,31.6457878979714
392,-1.0,-5.6135891396475,0.07065500981574835,0.6143005559386392,08561,5,3,,,,
393,30.0,-6.064402287044504,0.04587277364061526,1.0878982934880774,08561,5,4,,,,
394,28.0,-5.465214915747134,0.07787612216213091,0.6323315791733357,08561,5,5,,,,
395,29.0,-5.9539939059444436,0.0637075441641084,-0.2884966264908382,08566,3,1,1.8025481404030899,1539.1851397303196,0.050662484828600696,43.26039457262824
